County,Year,Deaths,State
Sebastian County,2014,14, AR
Sedgwick County,2014,74, KS
Seminole County,2014,49, FL
Seneca County,2014,11, OH
Sequoyah County,2014,14, OK
Sevier County,2014,14, TN
Shasta County,2014,33, CA
Shawnee County,2014,17, KS
Shelby County,2014,37, AL
Shelby County,2014,138, TN
Sherburne County,2014,10, MN
Skagit County,2014,10, WA
Smith County,2014,17, TX
Snohomish County,2014,124, WA
Solano County,2014,66, CA
Somerset County,2014,26, NJ
Somerset County,2014,17, PA
Sonoma County,2014,73, CA
Spartanburg County,2014,42, SC
Spokane County,2014,50, WA
Spotsylvania County,2014,11, VA
St. Charles County,2014,54, MO
St. Clair County,2014,21, AL
St. Clair County,2014,44, IL
St. Clair County,2014,36, MI
St. Francois County,2014,28, MO
St. Johns County,2014,17, FL
St. Joseph County,2014,31, IN
St. Louis County,2014,30, MN
St. Louis County,2014,189, MO
St. Louis city,2014,111, MO
St. Lucie County,2014,39, FL
St. Tammany Parish,2014,63, LA
Stafford County,2014,10, VA
Stanislaus County,2014,64, CA
Stark County,2014,72, OH
Stearns County,2014,10, MN
Steuben County,2014,11, NY
Strafford County,2014,45, NH
Suffolk County,2014,145, MA
Suffolk County,2014,271, NY
Sullivan County,2014,18, NY
Sullivan County,2014,37, TN
Summit County,2014,134, OH
Sumner County,2014,27, TN
Surry County,2014,13, NC
Susquehanna County,2014,16, PA
Sussex County,2014,30, DE
Sussex County,2014,13, NJ
Sweetwater County,2014,13, WY
Tangipahoa Parish,2014,24, LA
Tarrant County,2014,195, TX
Taylor County,2014,15, TX
Tazewell County,2014,19, IL
Tazewell County,2014,13, VA
Terrebonne Parish,2014,22, LA
Thurston County,2014,20, WA
Tioga County,2014,13, NY
Tippecanoe County,2014,22, IN
Tolland County,2014,27, CT
Tompkins County,2014,14, NY
Tooele County,2014,15, UT
Travis County,2014,129, TX
Troup County,2014,10, GA
Trumbull County,2014,54, OH
Tulare County,2014,30, CA
Tulsa County,2014,118, OK
Tuolumne County,2014,17, CA
Tuscaloosa County,2014,22, AL
Ulster County,2014,22, NY
Union County,2014,18, NC
Union County,2014,37, NJ
Utah County,2014,81, UT
Valencia County,2014,20, NM
Vanderburgh County,2014,39, IN
Venango County,2014,10, PA
Ventura County,2014,119, CA
Vermilion County,2014,14, IL
Vigo County,2014,12, IN
Virginia Beach city,2014,41, VA
Volusia County,2014,75, FL
Wagoner County,2014,20, OK
Wake County,2014,78, NC
Walker County,2014,21, AL
Walker County,2014,11, GA
Walla Walla County,2014,13, WA
Walton County,2014,13, GA
Walworth County,2014,13, WI
Ware County,2014,15, GA
Warren County,2014,13, KY
Warren County,2014,15, NJ
Warren County,2014,40, OH
Washington County,2014,17, AR
Washington County,2014,33, MD
Washington County,2014,19, MN
Washington County,2014,12, OH
Washington County,2014,45, OR
Washington County,2014,36, PA
Washington County,2014,30, RI
Washington County,2014,20, TN
Washington County,2014,13, UT
Washington County,2014,17, WI
Washington Parish,2014,13, LA
Washoe County,2014,69, NV
Washtenaw County,2014,59, MI
Waukesha County,2014,38, WI
Wayne County,2014,19, IN
Wayne County,2014,478, MI
Wayne County,2014,13, OH
Wayne County,2014,12, PA
Wayne County,2014,17, WV
Webb County,2014,22, TX
Weber County,2014,56, UT
Weld County,2014,29, CO
Westchester County,2014,93, NY
Westmoreland County,2014,96, PA
Whatcom County,2014,14, WA
Whitfield County,2014,11, GA
Whitley County,2014,15, KY
Wichita County,2014,19, TX
Wicomico County,2014,10, MD
Wilkes County,2014,28, NC
Will County,2014,87, IL
Williamson County,2014,16, IL
Williamson County,2014,14, TN
Williamson County,2014,27, TX
Wilson County,2014,20, TN
Windham County,2014,28, CT
Winnebago County,2014,75, IL
Winnebago County,2014,25, WI
Wise County,2014,10, VA
Wood County,2014,16, OH
Wood County,2014,18, WV
Worcester County,2014,126, MA
Wyandotte County,2014,10, KS
Wyoming County,2014,18, WV
Wythe County,2014,10, VA
Yadkin County,2014,12, NC
Yakima County,2014,23, WA
Yavapai County,2014,52, AZ
Yellowstone County,2014,14, MT
Yolo County,2014,21, CA
York County,2014,35, ME
York County,2014,107, PA
York County,2014,32, SC
Yuma County,2014,35, AZ
Ada County,2015,44, ID
Adams County,2015,84, CO
Adams County,2015,14, IL
Adams County,2015,13, OH
Aiken County,2015,30, SC
Alachua County,2015,23, FL
Alamance County,2015,14, NC
Alameda County,2015,210, CA
Albany County,2015,27, NY
Alexander County,2015,11, NC
Alexandria city,2015,11, VA
Allegany County,2015,11, MD
Allegheny County,2015,414, PA
Allen County,2015,57, IN
Allen County,2015,18, OH
Anchorage Borough,2015,52, AK
Anderson County,2015,39, SC
Anderson County,2015,22, TN
Androscoggin County,2015,23, ME
Anne Arundel County,2015,133, MD
Anoka County,2015,34, MN
Arapahoe County,2015,98, CO
Arlington County,2015,14, VA
Armstrong County,2015,26, PA
Ascension Parish,2015,16, LA
Ashtabula County,2015,22, OH
Atlantic County,2015,58, NJ
Baldwin County,2015,40, AL
Baltimore County,2015,234, MD
Baltimore city,2015,329, MD
Barnstable County,2015,62, MA
Bartow County,2015,18, GA
Bay County,2015,25, FL
Bay County,2015,21, MI
Beaver County,2015,34, PA
Belknap County,2015,16, NH
Bell County,2015,17, KY
Bell County,2015,23, TX
Belmont County,2015,18, OH
Benton County,2015,30, AR
Benton County,2015,28, WA
Bergen County,2015,82, NJ
Berkeley County,2015,25, SC
Berkeley County,2015,39, WV
Berks County,2015,42, PA
Berkshire County,2015,32, MA
Bernalillo County,2015,197, NM
Berrien County,2015,30, MI
Bexar County,2015,190, TX
Bibb County,2015,14, GA
Blair County,2015,35, PA
Blount County,2015,11, AL
Blount County,2015,31, TN
Bonneville County,2015,27, ID
Boone County,2015,11, IN
Boone County,2015,47, KY
Boone County,2015,18, MO
Boone County,2015,15, WV
Boulder County,2015,32, CO
Boyd County,2015,20, KY
Bradley County,2015,19, TN
Brazoria County,2015,29, TX
Brazos County,2015,17, TX
Brevard County,2015,155, FL
Bristol County,2015,186, MA
Bronx County,2015,285, NY
Broome County,2015,34, NY
Broward County,2015,279, FL
Brown County,2015,25, OH
Brown County,2015,19, WI
Brunswick County,2015,28, NC
Bucks County,2015,149, PA
Bullitt County,2015,13, KY
Buncombe County,2015,37, NC
Bureau County,2015,11, IL
Burke County,2015,31, NC
Burlington County,2015,82, NJ
Butler County,2015,10, KY
Butler County,2015,194, OH
Butler County,2015,52, PA
Butte County,2015,63, CA
Cabarrus County,2015,23, NC
Cabell County,2015,74, WV
Caddo Parish,2015,26, LA
Calcasieu Parish,2015,16, LA
Caldwell County,2015,27, NC
Calhoun County,2015,20, AL
Calhoun County,2015,41, MI
Calvert County,2015,14, MD
Cambria County,2015,53, PA
Camden County,2015,154, NJ
Cameron County,2015,17, TX
Campbell County,2015,46, KY
Campbell County,2015,21, TN
Canadian County,2015,13, OK
Cape May County,2015,23, NJ
Carbon County,2015,14, PA
Carroll County,2015,18, GA
Carroll County,2015,41, MD
Carroll County,2015,15, NH
Carson City,2015,24, NV
Carter County,2015,14, OK
Carter County,2015,12, TN
Carteret County,2015,18, NC
Cass County,2015,12, MO
Catawba County,2015,24, NC
Catoosa County,2015,12, GA
Cattaraugus County,2015,14, NY
Cayuga County,2015,14, NY
Cecil County,2015,33, MD
Centre County,2015,13, PA
Champaign County,2015,29, IL
Charles County,2015,16, MD
Charleston County,2015,59, SC
Charlotte County,2015,11, FL
Chatham County,2015,24, GA
Chautauqua County,2015,24, NY
Chaves County,2015,10, NM
Cheatham County,2015,15, TN
Chemung County,2015,10, NY
Cherokee County,2015,50, GA
Cherokee County,2015,11, OK
Chesapeake city,2015,36, VA
Chester County,2015,92, PA
Chesterfield County,2015,31, VA
Chittenden County,2015,22, VT
Citrus County,2015,25, FL
Clackamas County,2015,26, OR
Claiborne County,2015,11, TN
Clallam County,2015,12, WA
Clark County,2015,35, IN
Clark County,2015,13, KY
Clark County,2015,435, NV
Clark County,2015,71, OH
Clark County,2015,59, WA
Clarke County,2015,10, GA
Clay County,2015,41, FL
Clay County,2015,12, MN
Clay County,2015,32, MO
Clayton County,2015,22, GA
Clearfield County,2015,12, PA
Clermont County,2015,102, OH
Cleveland County,2015,23, NC
Cleveland County,2015,44, OK
Clinton County,2015,21, OH
Cobb County,2015,100, GA
Cochise County,2015,28, AZ
Coconino County,2015,15, AZ
Coffee County,2015,12, TN
Collier County,2015,48, FL
Collin County,2015,72, TX
Columbia County,2015,10, FL
Columbia County,2015,16, GA
Columbia County,2015,11, PA
Columbia County,2015,13, WI
Columbiana County,2015,30, OH
Comal County,2015,11, TX
Comanche County,2015,12, OK
Contra Costa County,2015,122, CA
Cook County,2015,707, IL
Coos County,2015,11, NH
Coweta County,2015,13, GA
Cowlitz County,2015,15, WA
Craighead County,2015,12, AR
Craven County,2015,20, NC
Crawford County,2015,10, OH
Crawford County,2015,27, PA
Creek County,2015,10, OK
Cullman County,2015,11, AL
Cumberland County,2015,67, ME
Cumberland County,2015,46, NC
Cumberland County,2015,25, NJ
Cumberland County,2015,34, PA
Cuyahoga County,2015,297, OH
Dakota County,2015,39, MN
Dallas County,2015,295, TX
Dane County,2015,82, WI
Darke County,2015,13, OH
Dauphin County,2015,51, PA
Davidson County,2015,23, NC
Davidson County,2015,159, TN
Daviess County,2015,11, KY
Davis County,2015,48, UT
DeKalb County,2015,17, AL
DeKalb County,2015,65, GA
DeSoto County,2015,30, MS
Dearborn County,2015,16, IN
Delaware County,2015,32, IN
Delaware County,2015,12, OH
Delaware County,2015,195, PA
Denton County,2015,57, TX
Denver County,2015,107, CO
Dickson County,2015,17, TN
District of Columbia,2015,114, DC
Dodge County,2015,17, WI
Dona Ana County,2015,33, NM
Dorchester County,2015,27, SC
Douglas County,2015,18, CO
Douglas County,2015,17, GA
Douglas County,2015,11, KS
Douglas County,2015,42, NE
Douglas County,2015,11, OR
DuPage County,2015,108, IL
Durham County,2015,20, NC
Dutchess County,2015,56, NY
Duval County,2015,169, FL
East Baton Rouge Parish,2015,72, LA
Eaton County,2015,20, MI
Ector County,2015,12, TX
Eddy County,2015,17, NM
El Dorado County,2015,36, CA
El Paso County,2015,143, CO
El Paso County,2015,57, TX
Elkhart County,2015,21, IN
Erie County,2015,284, NY
Erie County,2015,23, OH
Erie County,2015,51, PA
Escambia County,2015,51, FL
Essex County,2015,230, MA
Essex County,2015,108, NJ
Etowah County,2015,22, AL
Fairfax County,2015,78, VA
Fairfield County,2015,137, CT
Fairfield County,2015,13, OH
Fauquier County,2015,13, VA
Fayette County,2015,11, GA
Fayette County,2015,10, IN
Fayette County,2015,103, KY
Fayette County,2015,16, OH
Fayette County,2015,46, PA
Fayette County,2015,10, WV
Flagler County,2015,11, FL
Flathead County,2015,10, MT
Florence County,2015,15, SC
Floyd County,2015,10, GA
Floyd County,2015,14, IN
Floyd County,2015,17, KY
Fond du Lac County,2015,15, WI
Forsyth County,2015,32, GA
Forsyth County,2015,58, NC
Fort Bend County,2015,33, TX
Franklin County,2015,10, IL
Franklin County,2015,11, KY
Franklin County,2015,17, MA
Franklin County,2015,21, MO
Franklin County,2015,322, OH
Franklin County,2015,19, PA
Franklin County,2015,11, TN
Franklin County,2015,12, VT
Frederick County,2015,34, MD
Frederick County,2015,14, VA
Fremont County,2015,10, WY
Fresno County,2015,152, CA
Fulton County,2015,139, GA
Galveston County,2015,49, TX
Garland County,2015,16, AR
Gaston County,2015,36, NC
Geauga County,2015,14, OH
Genesee County,2015,117, MI
Georgetown County,2015,10, SC
Gila County,2015,12, AZ
Gloucester County,2015,70, NJ
Grafton County,2015,12, NH
Grant County,2015,29, IN
Grant County,2015,11, WA
Grays Harbor County,2015,15, WA
Greenbrier County,2015,10, WV
Greene County,2015,79, MO
Greene County,2015,43, OH
Greene County,2015,13, PA
Greenup County,2015,10, KY
Greenville County,2015,100, SC
Guilford County,2015,55, NC
Gwinnett County,2015,102, GA
Halifax County,2015,11, NC
Hall County,2015,19, GA
Hamblen County,2015,15, TN
Hamilton County,2015,29, IN
Hamilton County,2015,349, OH
Hamilton County,2015,55, TN
Hampden County,2015,116, MA
Hampshire County,2015,19, MA
Hampshire County,2015,11, WV
Hampton city,2015,22, VA
Hancock County,2015,19, IN
Hancock County,2015,13, OH
Hancock County,2015,13, WV
Hanover County,2015,11, VA
Hardin County,2015,11, TN
Harford County,2015,51, MD
Harnett County,2015,11, NC
Harris County,2015,469, TX
Harrison County,2015,17, MS
Harrison County,2015,19, WV
Hartford County,2015,219, CT
Hawaii County,2015,11, HI
Hawkins County,2015,14, TN
Hays County,2015,14, TX
Haywood County,2015,11, NC
Henderson County,2015,16, NC
Henderson County,2015,13, TX
Hennepin County,2015,167, MN
Henrico County,2015,46, VA
Henry County,2015,25, GA
Hernando County,2015,27, FL
Hidalgo County,2015,22, TX
Highland County,2015,10, OH
Hillsborough County,2015,176, FL
Hillsborough County,2015,165, NH
Hinds County,2015,12, MS
Honolulu County,2015,119, HI
Horry County,2015,46, SC
Houston County,2015,10, AL
Howard County,2015,27, IN
Howard County,2015,27, MD
Hudson County,2015,75, NJ
Humboldt County,2015,35, CA
Hunterdon County,2015,15, NJ
Huron County,2015,10, OH
Iberia Parish,2015,12, LA
Imperial County,2015,34, CA
Indian River County,2015,17, FL
Indiana County,2015,32, PA
Ingham County,2015,54, MI
Iredell County,2015,20, NC
Isabella County,2015,12, MI
Island County,2015,11, WA
Jackson County,2015,15, GA
Jackson County,2015,11, IN
Jackson County,2015,30, MI
Jackson County,2015,129, MO
Jackson County,2015,25, MS
Jackson County,2015,32, OR
Jefferson County,2015,177, AL
Jefferson County,2015,85, CO
Jefferson County,2015,10, IL
Jefferson County,2015,205, KY
Jefferson County,2015,59, MO
Jefferson County,2015,15, NY
Jefferson County,2015,16, OH
Jefferson County,2015,11, PA
Jefferson County,2015,24, TX
Jefferson County,2015,10, WI
Jefferson County,2015,16, WV
Jefferson Parish,2015,116, LA
Jessamine County,2015,13, KY
Johnson County,2015,13, IN
Johnson County,2015,39, KS
Johnson County,2015,13, TX
Johnston County,2015,24, NC
Josephine County,2015,11, OR
Kalamazoo County,2015,20, MI
Kanawha County,2015,97, WV
Kane County,2015,30, IL
Kankakee County,2015,16, IL
Kaufman County,2015,13, TX
Kenai Peninsula Borough,2015,13, AK
Kennebec County,2015,28, ME
Kenosha County,2015,31, WI
Kent County,2015,34, DE
Kent County,2015,94, MI
Kent County,2015,44, RI
Kenton County,2015,112, KY
Kern County,2015,211, CA
King County,2015,308, WA
Kings County,2015,12, CA
Kings County,2015,272, NY
Kitsap County,2015,29, WA
Klamath County,2015,10, OR
Knox County,2015,18, KY
Knox County,2015,139, TN
Kootenai County,2015,17, ID
La Porte County,2015,14, IN
LaSalle County,2015,25, IL
Lackawanna County,2015,58, PA
Lafayette Parish,2015,28, LA
Lafourche Parish,2015,12, LA
Lake County,2015,27, CA
Lake County,2015,48, FL
Lake County,2015,66, IL
Lake County,2015,83, IN
Lake County,2015,51, OH
Lamar County,2015,11, MS
Lancaster County,2015,17, NE
Lancaster County,2015,70, PA
Lane County,2015,64, OR
Laramie County,2015,13, WY
Larimer County,2015,40, CO
Las Animas County,2015,11, CO
Laurel County,2015,13, KY
Laurens County,2015,10, SC
Lawrence County,2015,23, OH
Lawrence County,2015,34, PA
Le Flore County,2015,10, OK
Lebanon County,2015,25, PA
Lee County,2015,14, AL
Lee County,2015,102, FL
Lee County,2015,10, NC
Lehigh County,2015,69, PA
Lenawee County,2015,17, MI
Lenoir County,2015,11, NC
Leon County,2015,14, FL
Lexington County,2015,44, SC
Liberty County,2015,14, TX
Licking County,2015,28, OH
Lincoln County,2015,12, MO
Linn County,2015,23, IA
Linn County,2015,10, OR
Litchfield County,2015,54, CT
Livingston County,2015,21, MI
Livingston Parish,2015,47, LA
Logan County,2015,17, WV
Lorain County,2015,63, OH
Los Angeles County,2015,749, CA
Loudoun County,2015,20, VA
Lubbock County,2015,27, TX
Lucas County,2015,119, OH
Luzerne County,2015,101, PA
Lycoming County,2015,15, PA
Macomb County,2015,268, MI
Macon County,2015,13, IL
Madera County,2015,24, CA
Madison County,2015,38, AL
Madison County,2015,71, IL
Madison County,2015,30, IN
Madison County,2015,27, KY
Mahoning County,2015,60, OH
Manatee County,2015,148, FL
Manitowoc County,2015,12, WI
Marathon County,2015,12, WI
Maricopa County,2015,763, AZ
Marin County,2015,14, CA
Marion County,2015,42, FL
Marion County,2015,246, IN
Marion County,2015,22, OH
Marion County,2015,26, OR
Marquette County,2015,12, MI
Marshall County,2015,24, AL
Martin County,2015,23, FL
Martin County,2015,10, KY
Mason County,2015,10, WA
Matanuska-Susitna Borough,2015,13, AK
Maui County,2015,17, HI
Maury County,2015,13, TN
Mayes County,2015,12, OK
Mc Kean County,2015,11, PA
McClain County,2015,10, OK
McDowell County,2015,24, WV
McHenry County,2015,38, IL
McLean County,2015,18, IL
McLennan County,2015,21, TX
McNairy County,2015,10, TN
Mecklenburg County,2015,110, NC
Medina County,2015,27, OH
Mendocino County,2015,15, CA
Merced County,2015,39, CA
Mercer County,2015,57, NJ
Mercer County,2015,11, PA
Mercer County,2015,30, WV
Merrimack County,2015,26, NH
Mesa County,2015,26, CO
Miami County,2015,17, OH
Miami-Dade County,2015,202, FL
Middlesex County,2015,40, CT
Middlesex County,2015,351, MA
Middlesex County,2015,97, NJ
Midland County,2015,11, TX
Milwaukee County,2015,256, WI
Mingo County,2015,12, WV
Minnehaha County,2015,18, SD
Missoula County,2015,11, MT
Mobile County,2015,64, AL
Mohave County,2015,58, AZ
Monmouth County,2015,114, NJ
Monongalia County,2015,10, WV
Monroe County,2015,19, FL
Monroe County,2015,16, IN
Monroe County,2015,46, MI
Monroe County,2015,98, NY
Monroe County,2015,36, PA
Monroe County,2015,11, TN
Montcalm County,2015,14, MI
Monterey County,2015,38, CA
Montgomery County,2015,12, AL
Montgomery County,2015,92, MD
Montgomery County,2015,258, OH
Montgomery County,2015,158, PA
Montgomery County,2015,33, TN
Montgomery County,2015,48, TX
Moore County,2015,11, NC
Morgan County,2015,20, AL
Morgan County,2015,19, IN
Morgan County,2015,10, TN
Morris County,2015,44, NJ
Multnomah County,2015,147, OR
Muscogee County,2015,14, GA
Muskegon County,2015,30, MI
Muskingum County,2015,13, OH
Muskogee County,2015,18, OK
Nacogdoches County,2015,15, TX
Napa County,2015,17, CA
Nash County,2015,10, NC
Nassau County,2015,199, NY
Natrona County,2015,13, WY
Navajo County,2015,10, AZ
Nevada County,2015,17, CA
New Castle County,2015,106, DE
New Hanover County,2015,50, NC
New Haven County,2015,209, CT
New London County,2015,77, CT
New York County,2015,210, NY
Newport News city,2015,20, VA
Newton County,2015,12, GA
Niagara County,2015,48, NY
Norfolk County,2015,159, MA
Norfolk city,2015,36, VA
Northampton County,2015,80, PA
Northumberland County,2015,15, PA
Nueces County,2015,53, TX
Nye County,2015,15, NV
Oakland County,2015,250, MI
